"age","gender","size","breed"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Senior","Male","Large","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Adult","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Male","Small","Domestic Medium Hair"
"Adult","Male","Large","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Male","Large","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Adult","Male","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Adult","Female","Small","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Adult","Male","Large","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Male","Large","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Adult","Male","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Young","Male","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Young","Male","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Large","Domestic Medium Hair"
"Adult","Female","Large","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Male","Small","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Adult","Female","Large","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Female","Small","Domestic Medium Hair"
"Senior","Male","Small","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Male","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Male","Large","Domestic Medium Hair"
"Adult","Female","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Senior","Female","Small","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Adult","Male","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Adult","Female","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Adult","Male","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Large","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Large","Domestic Medium Hair"
"Senior","Female","Medium","Domestic Medium Hair"
"Senior","Female","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Adult","Female","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Small","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Large","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Female","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Senior","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Senior","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Adult","Male","Large","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Female","Large","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Female","Large","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Young","Male","Large","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Senior","Male","Small","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Adult","Male","Large","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Young","Female","Large","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Senior","Male","Medium","Domestic Medium Hair"
"Adult","Female","Extra Large","Domestic Medium Hair"
"Baby","Female","Large","Domestic Medium Hair"
"Adult","Male","Extra Large","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Baby","Male","Small","Domestic Medium Hair"
"Young","Male","Small","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Male","Large","Domestic Medium Hair"
"Young","Male","Medium","Domestic Medium Hair"
"Adult","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
"Young","Male","Small","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Baby","Male","Medium","Domestic Medium Hair"
"Adult","Female","Small","Domestic Medium Hair"
"Young","Female","Small","Domestic Medium Hair"
"Baby","Female","Small","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Young","Female","Medium","Domestic Medium Hair"
"Baby","Female","Medium","Domestic Medium Hair"
